Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,PF-C,24,TOT,55,16,22.5,3.4,6.8,.504,0.4,1.5,.259,3.1,5.3,.571,.532,1.0,1.6,.621,2.7,3.9,6.5,1.3,0.7,0.9,1.1,1.9,8.2,achiupr01
1,Precious Achiuwa,C,24,TOR,25,0,17.5,3.1,6.8,.459,0.5,1.9,.277,2.6,4.9,.528,.497,1.0,1.7,.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,achiupr01
1,Precious Achiuwa,PF,24,NYK,30,16,26.7,3.7,6.8,.541,0.3,1.1,.235,3.4,5.7,.602,.561,1.0,1.5,.667,3.2,4.2,7.4,1.0,0.7,1.2,1.0,2.2,8.7,achiupr01
2,Bam Adebayo,C,26,MIA,51,51,34.6,7.8,15.1,.516,0.0,0.2,.083,7.8,14.9,.522,.516,4.8,6.1,.776,2.2,8.1,10.3,4.0,1.0,1.0,2.5,2.5,20.4,adebaba01
3,Ochai Agbaji,SG,23,TOT,61,12,19.0,2.1,5.1,.416,0.9,2.8,.320,1.2,2.3,.536,.505,0.3,0.5,.750,0.7,1.7,2.5,0.9,0.5,0.5,0.7,1.3,5.5,agbajoc01
3,Ochai Agbaji,SG,23,UTA,51,10,19.7,2.1,4.9,.426,0.9,2.8,.331,1.2,2.1,.551,.520,0.3,0.4,.750,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,agbajoc01
3,Ochai Agbaji,SG,23,TOR,10,2,15.9,2.3,6.1,.377,0.8,3.0,.267,1.5,3.1,.484,.443,0.6,0.8,.750,1.0,1.4,2.4,0.8,0.3,0.4,0.8,1.3,6.0,agbajoc01
4,Santi Aldama,PF,23,MEM,51,25,25.5,4.0,9.4,.429,1.7,4.9,.345,2.3,4.4,.522,.520,0.8,1.3,.612,1.2,4.4,5.6,2.3,0.6,0.7,1.2,1.5,10.5,aldamsa01
5,Nickeil Alexander-Walker,SG,25,MIN,62,17,23.0,2.6,6.1,.427,1.5,3.9,.378,1.1,2.2,.515,.548,0.6,0.7,.778,0.4,1.6,2.0,2.6,0.8,0.5,0.9,1.8,7.2,alexani01
6,Grayson Allen,SG,28,PHO,56,56,33.4,4.3,8.6,.495,2.6,5.5,.471,1.7,3.1,.538,.646,1.7,1.9,.890,0.6,3.3,3.9,3.1,0.9,0.6,1.3,2.2,12.9,allengr01
7,Jarrett Allen,C,25,CLE,57,57,31.4,6.5,10.3,.632,0.0,0.1,.000,6.5,10.2,.637,.632,2.9,3.9,.734,3.4,7.2,10.6,2.7,0.7,1.1,1.7,2.1,15.9,allenja01
8,Jose Alvarado,PG,25,NOP,41,0,17.1,2.5,6.1,.414,1.2,3.5,.352,1.3,2.6,.500,.516,0.7,1.0,.675,0.4,1.8,2.2,2.0,1.1,0.3,0.8,1.5,7.0,alvarjo01
9,Kyle Anderson,PF,30,MIN,60,4,22.0,2.4,5.2,.469,0.1,0.6,.216,2.3,4.5,.504,.482,1.3,1.8,.717,0.8,2.8,3.5,4.1,0.8,0.5,1.3,1.5,6.2,anderky01
10,Giannis Antetokounmpo,PF,29,MIL,60,60,34.9,11.5,18.5,.618,0.5,1.8,.302,10.9,16.8,.651,.632,7.3,11.0,.661,2.6,8.7,11.2,6.3,1.3,1.0,3.4,2.9,30.7,antetgi01
11,Thanasis Antetokounmpo,PF,31,MIL,27,0,4.7,0.4,0.9,.500,0.0,0.0,.000,0.4,0.9,.522,.500,0.0,0.1,.000,0.2,0.1,0.4,0.5,0.2,0.1,0.4,0.8,0.9,antetth01
12,Cole Anthony,PG,23,ORL,62,0,23.0,4.1,9.5,.432,1.0,3.3,.319,3.1,6.2,.492,.487,2.5,3.0,.833,0.8,3.2,4.0,3.0,0.8,0.4,1.7,2.5,11.8,anthoco01
13,OG Anunoby,SF,26,TOT,41,41,34.1,5.8,11.7,.498,2.1,5.5,.379,3.7,6.1,.606,.588,1.6,2.0,.774,1.0,3.2,4.2,2.3,1.3,0.7,1.5,2.3,15.3,anunoog01
13,OG Anunoby,SF,26,TOR,27,27,33.3,5.8,11.9,.489,2.3,6.0,.374,3.6,5.9,.608,.584,1.2,1.7,.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,15.1,anunoog01
13,OG Anunoby,SF,26,NYK,14,14,35.7,5.8,11.2,.516,1.8,4.6,.391,4.0,6.6,.602,.596,2.3,2.7,.842,1.1,3.6,4.6,1.5,1.8,1.1,1.4,2.4,15.6,anunoog01
14,Ryan Arcidiacono,PG,29,NYK,20,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,arcidry01
15,Deni Avdija,SF,23,WAS,59,59,28.6,5.1,10.0,.503,1.2,2.9,.399,3.9,7.1,.547,.562,2.4,3.2,.747,1.1,5.6,6.7,3.7,0.8,0.4,2.0,2.5,13.7,avdijde01
16,Deandre Ayton,C,25,POR,40,40,31.6,6.6,11.6,.570,0.0,0.0,,6.6,11.6,.570,.570,1.1,1.3,.824,3.0,7.6,10.6,1.7,1.1,0.8,1.7,2.2,14.3,aytonde01
17,Udoka Azubuike,C,24,PHO,14,0,7.6,1.1,1.6,.727,0.0,0.0,,1.1,1.6,.727,.727,0.2,0.8,.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5,azubuud01
18,Ibou Badji,C,21,POR,18,1,11.3,0.7,1.1,.632,0.0,0.0,,0.7,1.1,.632,.632,0.3,0.6,.500,1.1,1.6,2.7,0.7,0.1,1.1,0.8,2.3,1.6,badjiib01
19,Marvin Bagley III,C,24,TOT,44,22,21.2,4.7,8.2,.575,0.1,0.4,.294,4.6,7.8,.589,.582,2.0,2.7,.748,2.7,3.5,6.2,1.2,0.4,0.6,1.2,1.8,11.5,baglema01
19,Marvin Bagley III,C,24,DET,26,10,18.4,4.1,7.0,.591,0.0,0.2,.167,4.1,6.7,.606,.594,1.9,2.3,.820,1.8,2.8,4.5,1.0,0.2,0.5,1.1,1.5,10.2,baglema01
19,Marvin Bagley III,C,24,WAS,18,12,25.2,5.6,9.9,.559,0.2,0.6,.364,5.3,9.3,.571,.570,2.2,3.2,.672,4.1,4.5,8.6,1.5,0.7,0.8,1.3,2.1,13.5,baglema01
20,Amari Bailey,PG,19,CHO,3,0,5.0,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.3,0.0,1.7,baileam01
21,Patrick Baldwin Jr.,SF,21,WAS,20,0,7.6,0.9,2.4,.383,0.6,1.4,.407,0.4,1.0,.350,.500,0.4,0.6,.667,0.4,1.8,2.2,0.4,0.1,0.2,0.3,1.1,2.8,baldwpa01
22,LaMelo Ball,PG,22,CHO,22,22,32.3,8.3,19.2,.433,3.2,9.0,.355,5.1,10.3,.500,.515,4.1,4.7,.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,ballla01
23,Mo Bamba,C,25,PHI,40,3,11.0,1.5,3.3,.469,0.4,0.8,.424,1.2,2.4,.485,.523,0.5,0.8,.636,1.4,2.4,3.8,0.7,0.3,1.0,0.7,1.6,3.9,bambamo01
24,Paolo Banchero,PF,21,ORL,61,61,34.8,8.2,17.7,.462,1.5,4.2,.362,6.7,13.5,.493,.505,5.0,7.1,.707,1.1,5.7,6.8,5.2,1.0,0.5,3.1,2.0,22.9,banchpa01
25,Desmond Bane,SG,25,MEM,37,37,34.5,8.9,18.8,.474,3.3,8.6,.384,5.6,10.2,.551,.563,3.3,3.8,.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4,banede01
26,Dalano Banton,PG,24,TOT,34,3,10.9,1.8,4.4,.407,0.4,1.4,.245,1.4,3.0,.485,.447,1.0,1.5,.700,0.7,1.4,2.2,1.2,0.3,0.2,0.7,1.0,5.0,bantoda01
26,Dalano Banton,PG,24,BOS,24,1,7.1,0.8,2.1,.373,0.1,0.7,.125,0.7,1.5,.486,.392,0.7,0.8,.800,0.5,1.0,1.5,0.8,0.2,0.1,0.4,0.8,2.3,bantoda01
26,Dalano Banton,PG,24,POR,10,2,19.8,4.2,9.9,.424,1.0,3.3,.303,3.2,6.6,.485,.475,1.9,3.0,.633,1.3,2.6,3.9,2.2,0.5,0.4,1.3,1.4,11.3,bantoda01
27,Dominick Barlow,PF,20,SAS,24,1,12.8,1.7,3.5,.476,0.1,0.3,.429,1.5,3.2,.481,.494,0.9,1.4,.647,1.4,2.1,3.5,1.1,0.4,0.5,0.2,1.4,4.4,barlodo01
28,Harrison Barnes,PF,31,SAC,61,61,29.3,4.2,8.7,.487,1.9,4.7,.398,2.3,3.9,.594,.596,1.8,2.2,.803,0.8,2.1,2.9,1.1,0.7,0.2,0.7,1.3,12.1,barneha02
29,Scottie Barnes,SG,22,TOR,60,60,34.9,7.5,15.7,.475,1.7,4.9,.341,5.8,10.8,.536,.528,3.3,4.2,.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,barnesc01
30,RJ Barrett,SG,23,TOT,51,51,31.4,7.2,14.7,.487,1.6,4.4,.363,5.6,10.3,.540,.541,3.4,4.8,.703,0.8,4.5,5.3,3.1,0.5,0.4,2.0,2.1,19.4,barrerj01
30,RJ Barrett,SG,23,NYK,26,26,29.5,6.3,14.9,.423,1.7,5.0,.331,4.7,9.9,.469,.478,4.0,4.8,.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,barrerj01
30,RJ Barrett,SG,23,TOR,25,25,33.4,8.1,14.6,.555,1.6,3.8,.406,6.5,10.7,.608,.609,2.8,4.9,.574,1.0,5.4,6.4,3.8,0.6,0.4,2.2,2.6,20.5,barrerj01
31,Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,.725,0.0,0.1,.000,1.5,2.1,.744,.725,0.3,0.3,.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,bassech01
32,Emoni Bates,SF,20,CLE,10,0,7.6,0.6,2.5,.240,0.5,2.0,.250,0.1,0.5,.200,.340,0.1,0.2,.500,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,1.8,batesem01
33,Keita Bates-Diop,SF,28,TOT,47,8,13.7,1.5,3.4,.438,0.4,1.5,.304,1.1,2.0,.538,.503,0.6,0.9,.750,0.6,1.6,2.2,0.8,0.5,0.5,0.3,0.7,4.1,bateske01
33,Keita Bates-Diop,SF,28,PHO,39,8,15.3,1.6,3.8,.427,0.5,1.6,.313,1.1,2.2,.512,.493,0.7,0.9,.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,bateske01
33,Keita Bates-Diop,SF,28,BRK,8,0,5.9,0.9,1.5,.583,0.1,0.6,.200,0.8,0.9,.857,.625,0.5,0.5,1.000,0.0,0.5,0.5,0.3,0.1,0.3,0.3,0.1,2.4,bateske01
34,Nicolas Batum,PF,35,TOT,42,30,24.3,2.0,4.1,.480,1.2,2.9,.421,0.7,1.2,.620,.629,0.3,0.5,.737,1.2,2.7,4.0,2.1,0.7,0.7,0.6,2.0,5.5,batumni01
34,Nicolas Batum,PF,35,LAC,3,0,18.0,1.0,2.7,.375,0.7,2.3,.286,0.3,0.3,1.000,.500,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,batumni01
34,Nicolas Batum,PF,35,PHI,39,30,24.8,2.0,4.2,.485,1.3,2.9,.430,0.8,1.3,.612,.635,0.4,0.5,.737,1.3,2.7,4.1,2.2,0.7,0.7,0.6,2.0,5.7,batumni01
35,Darius Bazley,PF,23,PHI,3,0,3.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,bazleda01
36,Bradley Beal,SG,30,PHO,33,33,32.4,7.1,14.2,.496,1.7,4.4,.377,5.4,9.8,.549,.554,2.4,3.1,.782,0.9,3.4,4.2,4.5,0.9,0.3,2.5,2.5,18.2,bealbr01
37,Malik Beasley,SG,27,MIL,61,61,29.5,4.1,8.9,.458,2.9,6.6,.435,1.2,2.3,.525,.620,0.3,0.4,.630,0.6,3.2,3.9,1.4,0.9,0.1,0.7,2.1,11.3,beaslma01
38,MarJon Beauchamp,SF,23,MIL,45,1,13.1,1.6,3.4,.477,0.6,1.6,.394,1.0,1.9,.548,.568,0.4,0.6,.679,0.5,1.6,2.1,0.7,0.3,0.1,0.6,1.2,4.3,beaucma01
39,Jules Bernard,SG,24,WAS,8,0,4.5,0.5,1.6,.308,0.3,1.1,.222,0.3,0.5,.500,.385,0.1,0.3,.500,0.4,0.4,0.8,0.6,0.1,0.1,0.3,0.5,1.4,bernaju01
40,Dāvis Bertāns,PF,31,TOT,24,0,9.8,1.6,3.7,.438,1.5,3.4,.439,0.1,0.3,.429,.640,0.7,0.8,.889,0.1,0.9,1.0,0.6,0.3,0.2,0.1,0.9,5.4,bertada01
40,Dāvis Bertāns,PF,31,OKC,15,0,6.1,0.7,1.7,.385,0.7,1.6,.417,0.0,0.1,.000,.577,0.9,1.0,.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,bertada01
40,Dāvis Bertāns,PF,31,CHO,9,0,16.0,3.2,7.0,.460,2.9,6.4,.448,0.3,0.6,.600,.667,0.2,0.3,.667,0.0,1.4,1.4,0.6,0.3,0.2,0.1,1.2,9.6,bertada01
41,Patrick Beverley,PG,35,TOT,58,6,19.3,2.2,5.2,.422,0.8,2.4,.336,1.4,2.8,.497,.500,1.0,1.3,.808,0.7,2.5,3.2,2.9,0.6,0.4,1.0,1.7,6.2,beverpa01
41,Patrick Beverley,PG,35,PHI,47,5,19.6,2.2,5.1,.432,0.7,2.3,.321,1.5,2.8,.523,.504,1.1,1.3,.810,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3,beverpa01
41,Patrick Beverley,PG,35,MIL,11,1,18.3,2.1,5.5,.383,1.1,2.8,.387,1.0,2.6,.379,.483,0.7,0.9,.800,0.9,2.6,3.5,2.3,0.9,0.5,0.9,1.5,6.0,beverpa01
42,Saddiq Bey,SF,24,ATL,61,49,32.7,4.7,11.0,.424,1.8,5.6,.320,2.9,5.4,.533,.506,2.7,3.2,.841,2.7,3.9,6.5,1.4,0.8,0.2,0.8,1.4,13.9,beysa01
43,Goga Bitadze,C,24,ORL,51,33,17.6,2.3,3.8,.606,0.0,0.2,.167,2.3,3.5,.635,.611,1.0,1.5,.658,2.0,3.3,5.3,1.5,0.6,1.4,0.8,2.0,5.6,bitadgo01
44,Onuralp Bitim,SG,24,CHI,6,0,11.5,0.8,2.8,.294,0.7,1.8,.364,0.2,1.0,.167,.412,0.5,0.7,.750,0.2,1.7,1.8,0.3,0.0,0.2,0.5,0.8,2.8,bitimon01
45,Bismack Biyombo,C,31,TOT,34,27,21.8,2.0,3.6,.553,0.0,0.0,,2.0,3.6,.553,.553,0.6,1.4,.478,1.7,4.0,5.7,1.5,0.3,1.0,1.1,2.6,4.6,biyombi01
45,Bismack Biyombo,C,31,MEM,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,biyombi01
45,Bismack Biyombo,C,31,OKC,4,0,5.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.0,0.0,,0.5,0.5,1.0,0.3,0.0,0.3,0.3,1.3,0.5,biyombi01
46,Anthony Black,PG,20,ORL,57,32,18.5,1.8,3.8,.475,0.6,1.5,.410,1.2,2.4,.515,.553,0.8,1.3,.640,0.5,1.8,2.3,1.5,0.6,0.3,0.9,1.8,5.1,blackan01
47,Leaky Black,SF,24,CHO,22,3,9.9,0.8,1.8,.436,0.3,0.7,.467,0.5,1.1,.417,.526,0.4,0.6,.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3,blackle01
48,Bogdan Bogdanović,SG,31,ATL,60,14,29.4,5.9,13.9,.426,3.0,8.2,.368,2.9,5.6,.510,.535,1.8,2.0,.923,0.6,2.7,3.3,2.9,1.3,0.3,1.3,2.3,16.6,bogdabo01
49,Bojan Bogdanović,PF-SF,34,TOT,37,27,31.1,6.6,14.4,.458,2.9,7.2,.404,3.7,7.2,.511,.559,2.7,3.5,.789,0.5,2.8,3.3,2.2,0.8,0.1,2.1,2.2,18.8,bogdabo02
49,Bojan Bogdanović,PF,34,DET,28,27,32.9,7.1,15.2,.468,3.1,7.4,.415,4.0,7.8,.518,.569,2.9,3.7,.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,20.2,bogdabo02
49,Bojan Bogdanović,SF,34,NYK,9,0,25.4,5.0,12.0,.417,2.4,6.7,.367,2.6,5.3,.479,.519,2.2,2.7,.833,0.4,2.7,3.1,1.2,0.6,0.1,1.4,2.6,14.7,bogdabo02
50,Bol Bol,PF,24,PHO,24,0,11.0,2.3,3.8,.600,0.3,1.1,.296,1.9,2.6,.730,.644,0.3,0.4,.700,1.0,2.4,3.3,0.5,0.2,0.7,0.5,1.3,5.1,bolbo01
51,Marques Bolden,C,25,TOT,4,0,4.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.3,0.5,0.0,boldema01
51,Marques Bolden,C,25,MIL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,boldema01
51,Marques Bolden,C,25,CHO,2,0,6.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,boldema01
52,Devin Booker,PG,27,PHO,50,50,35.8,9.6,19.4,.494,2.2,5.8,.379,7.4,13.6,.543,.551,6.1,7.0,.880,0.7,3.9,4.6,6.8,0.9,0.4,2.6,3.0,27.5,bookede01
53,Brandon Boston Jr.,SF,22,LAC,19,0,6.8,1.4,3.4,.422,0.3,1.1,.300,1.1,2.3,.477,.469,0.6,0.7,.857,0.4,0.4,0.8,0.3,0.1,0.1,0.4,0.9,3.8,bostobr01
54,Chris Boucher,PF,31,TOR,48,0,13.5,2.1,4.3,.490,0.6,1.9,.319,1.5,2.4,.626,.561,1.3,1.8,.753,1.2,2.8,4.0,0.4,0.3,0.4,0.5,1.3,6.1,bouchch01
55,James Bouknight,SG,23,CHO,14,0,5.8,1.3,2.9,.439,0.9,2.1,.433,0.4,0.8,.455,.598,0.1,0.1,.500,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,bouknja01
56,Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,bouyeja01
57,Malaki Branham,PG,20,SAS,57,22,20.6,3.5,8.0,.436,1.1,3.2,.335,2.4,4.7,.506,.504,0.6,0.7,.947,0.4,1.6,2.0,2.2,0.4,0.1,1.1,1.2,8.7,branhma01
58,Christian Braun,SG,22,DEN,62,1,19.2,2.5,5.7,.439,0.6,1.8,.345,1.9,3.8,.483,.494,1.2,1.7,.705,0.9,2.7,3.5,1.4,0.5,0.4,0.7,1.5,6.8,braunch01
59,Mikal Bridges,SF,27,BRK,62,62,35.2,7.4,16.7,.444,2.5,7.0,.357,4.9,9.7,.507,.519,3.7,4.5,.814,0.8,4.0,4.8,3.7,1.0,0.4,2.1,1.5,21.0,bridgmi01
60,Miles Bridges,SF,25,CHO,51,49,37.4,8.1,17.7,.457,2.4,6.5,.368,5.7,11.1,.510,.526,2.5,3.0,.848,1.0,6.4,7.4,3.3,1.1,0.5,2.0,1.9,21.1,bridgmi02
61,Oshae Brissett,SF,25,BOS,40,0,10.7,1.3,2.8,.455,0.3,1.1,.279,1.0,1.7,.567,.509,0.9,1.4,.655,0.9,1.8,2.8,0.8,0.4,0.1,0.3,1.0,3.7,brissos01
62,Izaiah Brockington,PG,24,NOP,1,0,3.0,2.0,5.0,.400,0.0,1.0,.000,2.0,4.0,.500,.400,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,brockiz01
63,Malcolm Brogdon,PG,31,POR,39,25,28.7,5.6,12.7,.440,2.1,5.1,.412,3.5,7.6,.458,.522,2.4,3.0,.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,brogdma01
64,Armoni Brooks,PG,25,BRK,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,brookar01
65,Dillon Brooks,SF,28,HOU,53,53,31.5,4.7,10.8,.436,1.9,5.0,.378,2.8,5.8,.485,.524,1.8,2.2,.835,0.8,2.8,3.6,1.7,0.9,0.1,1.3,3.4,13.2,brookdi01
66,Bruce Brown,SG-PG,27,TOT,52,38,28.1,4.1,8.8,.463,0.8,2.7,.304,3.3,6.2,.531,.509,1.8,2.1,.864,0.8,3.6,4.4,2.7,0.9,0.3,1.1,2.3,10.8,brownbr01
66,Bruce Brown,SG,27,IND,33,33,29.7,4.5,9.5,.475,1.0,3.1,.327,3.5,6.5,.545,.527,2.0,2.5,.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1,brownbr01
66,Bruce Brown,PG,27,TOR,19,5,25.4,3.3,7.6,.438,0.5,1.9,.243,2.8,5.6,.505,.469,1.5,1.5,1.000,0.9,3.1,4.1,2.2,0.7,0.4,0.9,1.9,8.6,brownbr01
67,Charlie Brown Jr.,SG,26,NYK,7,0,5.1,0.3,1.4,.200,0.3,1.0,.286,0.0,0.4,.000,.300,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.7,0.9,brownch02
68,Greg Brown III,PF,22,DAL,6,0,6.7,0.8,1.8,.455,0.2,0.5,.333,0.7,1.3,.500,.500,0.7,1.5,.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,browngr01
69,Jaylen Brown,SF,27,BOS,56,56,33.3,8.7,17.4,.500,2.0,5.8,.354,6.7,11.6,.572,.559,3.0,4.2,.721,1.1,4.4,5.4,3.7,1.1,0.5,2.4,2.7,22.4,brownja02
70,Kendall Brown,SG,20,IND,8,0,3.5,0.4,0.8,.500,0.0,0.1,.000,0.4,0.6,.600,.500,0.5,0.8,.667,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.5,1.3,brownke03
71,Kobe Brown,PF,24,LAC,33,0,8.6,0.7,1.9,.381,0.4,1.2,.308,0.4,0.7,.500,.476,0.0,0.1,.500,0.3,1.1,1.4,0.5,0.2,0.1,0.2,1.2,1.8,brownko01
72,Moses Brown,C,24,POR,12,4,8.7,1.1,2.1,.520,0.0,0.0,,1.1,2.1,.520,.520,0.1,0.6,.143,1.6,2.6,4.2,0.3,0.2,0.3,0.5,1.3,2.3,brownmo01
73,Troy Brown Jr.,SF,24,TOT,43,3,11.5,1.4,3.3,.427,0.8,2.3,.364,0.6,1.0,.568,.552,0.5,0.6,.875,0.4,1.7,2.0,1.0,0.2,0.0,0.5,0.7,4.2,browntr01
73,Troy Brown Jr.,SF,24,MIN,37,3,11.1,1.4,3.2,.441,0.8,2.3,.369,0.6,0.9,.618,.572,0.5,0.6,.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,browntr01
73,Troy Brown Jr.,SF,24,DET,6,0,13.8,1.5,4.2,.360,0.8,2.5,.333,0.7,1.7,.400,.460,0.3,0.3,1.000,0.3,2.3,2.7,1.0,0.2,0.0,0.5,0.8,4.2,browntr01
74,Jalen Brunson,PG,27,NYK,57,57,35.4,9.6,20.2,.477,2.6,6.5,.407,7.0,13.8,.510,.542,5.3,6.2,.846,0.6,3.1,3.7,6.6,0.9,0.2,2.5,2.0,27.2,brunsja01
75,Thomas Bryant,C,26,MIA,26,3,10.2,1.7,3.0,.564,0.0,0.2,.000,1.7,2.8,.603,.564,0.7,0.8,.818,1.0,2.0,3.0,0.6,0.2,0.3,0.6,1.0,4.1,bryanth01
76,Kobe Bufkin,SG,20,ATL,9,0,9.9,1.4,4.1,.351,0.6,1.9,.294,0.9,2.2,.400,.419,0.2,0.4,.500,0.2,1.3,1.6,1.7,0.3,0.1,0.6,0.7,3.7,bufkiko01
77,Reggie Bullock,SF,32,HOU,26,0,8.7,0.8,2.0,.404,0.6,1.6,.390,0.2,0.4,.455,.558,0.0,0.0,1.000,0.1,1.2,1.3,0.4,0.2,0.1,0.2,0.6,2.3,bullore01
78,Alec Burks,SG,32,TOT,53,1,20.1,3.6,9.5,.380,2.1,5.5,.384,1.5,3.9,.375,.493,2.5,2.8,.874,0.4,2.0,2.4,1.5,0.4,0.2,0.8,1.3,11.8,burksal01
78,Alec Burks,SG,32,DET,43,0,21.0,3.7,9.4,.394,2.3,5.7,.401,1.4,3.7,.384,.516,2.8,3.1,.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6,burksal01
78,Alec Burks,SG,32,NYK,10,1,16.6,3.1,9.6,.323,1.4,4.7,.298,1.7,4.9,.347,.396,1.1,1.7,.647,0.5,1.3,1.8,0.9,0.2,0.1,0.9,0.7,8.7,burksal01
79,Jared Butler,SG,23,WAS,22,0,8.1,1.6,2.9,.547,0.5,1.3,.357,1.1,1.6,.694,.625,0.6,0.8,.824,0.1,0.6,0.7,2.0,0.4,0.1,0.7,0.9,4.3,butleja02
80,Jimmy Butler,PF,34,MIA,42,42,34.0,6.9,13.5,.506,1.0,2.3,.454,5.8,11.2,.517,.545,7.2,8.4,.858,2.0,3.5,5.5,4.8,1.4,0.4,1.7,1.1,21.9,butleji01
81,Jamal Cain,PF,24,MIA,16,1,14.1,1.8,4.3,.420,0.5,1.6,.308,1.3,2.7,.488,.478,1.1,1.4,.783,0.8,1.2,2.0,0.3,0.6,0.3,0.3,1.1,5.3,cainja01
82,Kentavious Caldwell-Pope,SG,30,DEN,56,56,31.8,3.5,7.9,.445,1.5,3.9,.396,2.0,4.0,.493,.543,1.6,1.8,.919,0.4,1.9,2.4,2.4,1.3,0.5,0.9,1.9,10.2,caldwke01
83,Toumani Camara,PF,23,POR,58,38,23.9,2.7,6.2,.434,0.8,2.4,.321,1.9,3.7,.507,.497,1.0,1.4,.723,1.9,3.0,4.9,1.1,1.0,0.4,1.2,2.5,7.2,camarto01
84,Clint Capela,C,29,ATL,54,54,25.2,4.6,8.2,.563,0.0,0.0,,4.6,8.2,.563,.563,1.8,2.7,.658,4.6,5.7,10.3,1.0,0.5,1.5,0.9,2.4,11.0,capelca01
85,Jevon Carter,PG,28,CHI,59,0,13.6,1.9,5.1,.371,1.1,3.2,.330,0.8,1.8,.444,.477,0.1,0.1,.600,0.1,0.7,0.8,1.2,0.5,0.2,0.5,1.0,4.9,carteje01
86,Wendell Carter Jr.,C,24,ORL,36,30,26.2,4.3,7.8,.548,1.2,2.8,.422,3.1,4.9,.621,.625,1.9,2.7,.722,1.9,4.8,6.6,1.6,0.5,0.5,1.2,2.3,11.6,cartewe01
87,D.J. Carton,SG,23,TOR,4,0,9.0,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,1.0,1.3,.800,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,cartodj01
